"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9888","[PD-832] Delete - deleting Internal LB with TCP","","Thu Dec 25 16:41:44 PKT 2025","passed","Thu Dec 25 16:41:54 PKT 2025","","14.Load Balancer Tests","",""
"","6499","PD-463 Resource visibility - attaching DNS to a single project","","Thu Dec 25 16:43:08 PKT 2025","passed","Thu Dec 25 16:43:15 PKT 2025","","17.Networks - Dns tab","",""
"","4188","Открыть детали сервера (с нажатием на сервер в списке)","","Thu Dec 25 16:36:42 PKT 2025","passed","Thu Dec 25 16:36:46 PKT 2025","","13.Servers list Tests ","",""
"","39669","[PD-704] Adding up to 10 NVME disks to VM","","Thu Dec 25 15:43:42 PKT 2025","passed","Thu Dec 25 15:44:21 PKT 2025","","6.Servers - Disks tab Part1","",""
"","8733","[PD-714] Changing any HHD disk out of 10 to SSD type","","Thu Dec 25 15:40:58 PKT 2025","passed","Thu Dec 25 15:41:07 PKT 2025","","6.Servers - Disks tab Part1","",""
"","18262","[PD-30] Создать новый сервер с новой локальной сетью и некорректный формат поля IP (остальные поле корректные)","","Thu Dec 25 15:16:55 PKT 2025","passed","Thu Dec 25 15:17:13 PKT 2025","","3.Create Server Tests Part2","",""
"","9491","[PD-736] Attach any NVME disk to VM up to 10","","Thu Dec 25 15:45:05 PKT 2025","passed","Thu Dec 25 15:45:15 PKT 2025","","6.Servers - Disks tab Part1","",""
"","4631","PD-460 Creating DNS with invalid IP address (unsuccessful)","","Thu Dec 25 16:42:48 PKT 2025","passed","Thu Dec 25 16:42:53 PKT 2025","","17.Networks - Dns tab","",""
"","30863","[PD-826, PD-827] Edit - editing existing ports","","Thu Dec 25 16:40:49 PKT 2025","failed","Thu Dec 25 16:41:20 PKT 2025","","14.Load Balancer Tests","",""
"","8741","[PD-447] Create - LB with port number > 65536 (unsuccessful)","","Thu Dec 25 16:39:24 PKT 2025","passed","Thu Dec 25 16:39:33 PKT 2025","","14.Load Balancer Tests","",""
"","4671","Редактировать конфигурацию сервера ( CPU - математическый символ )","","Thu Dec 25 15:20:34 PKT 2025","passed","Thu Dec 25 15:20:39 PKT 2025","","4.Servers - Configuration tab","",""
"","20598","Отвязать сеть (Без подтверждения перезагрузки). Статус должен остаться В работе","","Thu Dec 25 16:04:36 PKT 2025","passed","Thu Dec 25 16:04:56 PKT 2025","","9.Servers - Local Network tab","",""
"","8662","Увеличить размер диска (Размер математические символи)","","Thu Dec 25 15:57:47 PKT 2025","failed","Thu Dec 25 15:57:56 PKT 2025","","8.Servers - Disks tab Part3","",""
"","6072","PD-191 Поиск бэкапы по названию","","Thu Dec 25 17:02:35 PKT 2025","passed","Thu Dec 25 17:02:41 PKT 2025","","20.Backups Tests","",""
"","30154","Добавить уже имеющуюся сеть второй раз (не должно дать)","","Thu Dec 25 16:03:16 PKT 2025","passed","Thu Dec 25 16:03:46 PKT 2025","","9.Servers - Local Network tab","",""
"","8768","[PD-489, PD-492] Creating security group with outbound rule (Accept)","","Thu Dec 25 16:52:08 PKT 2025","passed","Thu Dec 25 16:52:17 PKT 2025","","18.Security Groups Tests","",""
"","7987","[PD-691] Создать NVME диск (менее 3 символов)","","Thu Dec 25 15:52:07 PKT 2025","passed","Thu Dec 25 15:52:15 PKT 2025","","7.Servers - Disks tab Part2","",""
"","12096","[PD-831] Delete - deleting External LB with UDP","","Thu Dec 25 16:41:31 PKT 2025","passed","Thu Dec 25 16:41:44 PKT 2025","","14.Load Balancer Tests","",""
"","6264","[PD-126] Удалить сервер с пользовательким образом","","Thu Dec 25 15:19:58 PKT 2025","passed","Thu Dec 25 15:20:05 PKT 2025","","4.Servers - Configuration tab","",""
"","5164","[PD-669] Изменить имя диска NVME (математические символы)","","Thu Dec 25 15:52:52 PKT 2025","passed","Thu Dec 25 15:52:57 PKT 2025","","7.Servers - Disks tab Part2","",""
"","5188","Редактировать конфигурацию сервера ( пустое называние )","","Thu Dec 25 15:20:10 PKT 2025","passed","Thu Dec 25 15:20:15 PKT 2025","","4.Servers - Configuration tab","",""
"","7696","[PD-689] Создать NVME диск (пустое называние)","","Thu Dec 25 15:51:51 PKT 2025","passed","Thu Dec 25 15:51:59 PKT 2025","","7.Servers - Disks tab Part2","",""
"","15272","[PD-16] Создать новый сервер с неправильным называнием (Только символы)","","Thu Dec 25 15:04:27 PKT 2025","passed","Thu Dec 25 15:04:42 PKT 2025","","2.Create Server Tests Part1","",""
"","9913","[PD-138] Create - LB with existing entity name (unsuccessful))","","Thu Dec 25 16:38:45 PKT 2025","passed","Thu Dec 25 16:38:55 PKT 2025","","14.Load Balancer Tests","",""
"","18590","Изменить IP (Без подтверждения перезагрузки)","","Thu Dec 25 16:04:02 PKT 2025","passed","Thu Dec 25 16:04:20 PKT 2025","","9.Servers - Local Network tab","",""
"","16516","[PD-13] Создать новый сервер с неправильным называнием (2 слово)","","Thu Dec 25 15:03:53 PKT 2025","passed","Thu Dec 25 15:04:10 PKT 2025","","2.Create Server Tests Part1","",""
"","80561","[PD-1] Создать новый сервер с правильными данными (Кейс-1)","","Thu Dec 25 14:59:57 PKT 2025","passed","Thu Dec 25 15:01:17 PKT 2025","","2.Create Server Tests Part1","",""
"","97567","PD-74 Восстановить бэкап","","Thu Dec 25 16:19:46 PKT 2025","passed","Thu Dec 25 16:21:24 PKT 2025","","11.Servers - Backups tab","",""
"","21970","PD-76 Создать бэкап (С одинаковым названием)","","Thu Dec 25 16:19:24 PKT 2025","passed","Thu Dec 25 16:19:46 PKT 2025","","11.Servers - Backups tab","",""
"","7479","[PD-149] Создать диск (SSD)","","Thu Dec 25 16:54:13 PKT 2025","passed","Thu Dec 25 16:54:21 PKT 2025","","19.Disks Tests","",""
"","11060","[PD-163] Загрузить новый пользовательский образ (без указание минимальных параметров)","","Thu Dec 25 17:03:16 PKT 2025","passed","Thu Dec 25 17:03:28 PKT 2025","","21.Custom Templates Tests","",""
"","247","[PD-122] Изменить тип диска с SSD на HDD когда на HDD не хватает лимитов","","Thu Dec 25 15:58:03 PKT 2025","failed","Thu Dec 25 15:58:03 PKT 2025","","8.Servers - Disks tab Part3","",""
"","6375","[PD-468] Creating group without rules (successful)","","Thu Dec 25 16:52:33 PKT 2025","passed","Thu Dec 25 16:52:39 PKT 2025","","18.Security Groups Tests","",""
"","19845","[PD-709] Deleting any SSD disk out of 10 or all of them","","Thu Dec 25 15:43:21 PKT 2025","passed","Thu Dec 25 15:43:41 PKT 2025","","6.Servers - Disks tab Part1","",""
"","19376","[PD-821] Create - Internal LB with TCP","","Thu Dec 25 16:38:05 PKT 2025","passed","Thu Dec 25 16:38:25 PKT 2025","","14.Load Balancer Tests","",""
"","5925","[PD-121] Изменить тип диска с HDD на SSD когда на SSD не хватает лимитов","","Thu Dec 25 15:57:56 PKT 2025","passed","Thu Dec 25 15:58:02 PKT 2025","","8.Servers - Disks tab Part3","",""
"","4758","[PD-694] Создать NVME диск — кнопка X","","Thu Dec 25 15:52:33 PKT 2025","passed","Thu Dec 25 15:52:37 PKT 2025","","7.Servers - Disks tab Part2","",""
"","5266","[PD-678] Увеличить NVME диск вручную - Без перезагрузки сервера","","Thu Dec 25 15:53:20 PKT 2025","passed","Thu Dec 25 15:53:25 PKT 2025","","7.Servers - Disks tab Part2","",""
"","6952","PD-73 Создать бэкап (Без названия)","","Thu Dec 25 16:19:17 PKT 2025","passed","Thu Dec 25 16:19:24 PKT 2025","","11.Servers - Backups tab","",""
"","14247","PD-554 Bucket overview - Move selected multiple objects to another bucket","","Thu Dec 25 17:27:00 PKT 2025","passed","Thu Dec 25 17:27:14 PKT 2025","","22.Object Storage Tests","",""
"","10832","[PD-665] Создать NVME диск","","Thu Dec 25 15:51:40 PKT 2025","passed","Thu Dec 25 15:51:51 PKT 2025","","7.Servers - Disks tab Part2","",""
"","7040","[PD-686] Изменить NVME диск с загрузочного диска","","Thu Dec 25 15:55:13 PKT 2025","passed","Thu Dec 25 15:55:20 PKT 2025","","7.Servers - Disks tab Part2","",""
"","4510","[PD-668] Изменить имя диска NVME (неизмененное называние)","","Thu Dec 25 15:52:48 PKT 2025","passed","Thu Dec 25 15:52:52 PKT 2025","","7.Servers - Disks tab Part2","",""
"","9747","[PD-127] Изменить тип диска","","Thu Dec 25 15:57:13 PKT 2025","failed","Thu Dec 25 15:57:23 PKT 2025","","8.Servers - Disks tab Part3","",""
"","14325","Увеличить размер диска (в список дисков)","","Thu Dec 25 15:57:23 PKT 2025","failed","Thu Dec 25 15:57:37 PKT 2025","","8.Servers - Disks tab Part3","",""
"","10550","PD-548 Bucket overview - Uploading file(s) with Public access rights","","Thu Dec 25 17:27:25 PKT 2025","passed","Thu Dec 25 17:27:36 PKT 2025","","22.Object Storage Tests","",""
"","26476","[PD-494], [PD-500] Creating security group with outbound rule (Accept/Reject -> Protocal: Any, with invalid port and IP)","","Thu Dec 25 16:46:45 PKT 2025","failed","Thu Dec 25 16:47:11 PKT 2025","","18.Security Groups Tests","",""
"","7423","[PD-712] Renaming any SSD disk out of 10 (invalid data - unsuccessful)","","Thu Dec 25 15:42:28 PKT 2025","passed","Thu Dec 25 15:42:35 PKT 2025","","6.Servers - Disks tab Part1","",""
"","18794","[PD-31] Создать новый сервер с новой локальной сетью и пустое поле Адрес подсети (остальные поле корректные)","","Thu Dec 25 15:17:13 PKT 2025","passed","Thu Dec 25 15:17:32 PKT 2025","","3.Create Server Tests Part2","",""
"","6119","[PD-168] Загрузить новый пользовательский образ (с указанием минимальных параметров до максимума)","","Thu Dec 25 17:03:55 PKT 2025","passed","Thu Dec 25 17:04:02 PKT 2025","","21.Custom Templates Tests","",""
"","10224","[PD-830] Delete - deleting External LB with TCP","","Thu Dec 25 16:41:20 PKT 2025","passed","Thu Dec 25 16:41:31 PKT 2025","","14.Load Balancer Tests","",""
"","5645","[PD-666] Изменить имя диска NVME","","Thu Dec 25 15:53:14 PKT 2025","passed","Thu Dec 25 15:53:20 PKT 2025","","7.Servers - Disks tab Part2","",""
"","5806","[PD-681] Увеличить NVME диск вручную - Без перезагрузки сервера (больше максимального лимита)","","Thu Dec 25 15:53:32 PKT 2025","passed","Thu Dec 25 15:53:38 PKT 2025","","7.Servers - Disks tab Part2","",""
"","12730","[PD-21] Создать новый сервер с неправильными ресурсами (RAM негативное число)","","Thu Dec 25 15:05:37 PKT 2025","passed","Thu Dec 25 15:05:49 PKT 2025","","2.Create Server Tests Part1","",""
"","7914","[PD-731] Detach any HDD disk out of 10","","Thu Dec 25 15:41:17 PKT 2025","passed","Thu Dec 25 15:41:25 PKT 2025","","6.Servers - Disks tab Part1","",""
"","7082","PD-464 Resource visibility - detaching project from DNS","","Thu Dec 25 16:43:15 PKT 2025","passed","Thu Dec 25 16:43:22 PKT 2025","","17.Networks - Dns tab","",""
"","7357","[PD-469] Creating group with empty name (unsuccessful)","","Thu Dec 25 16:45:07 PKT 2025","failed","Thu Dec 25 16:45:14 PKT 2025","","18.Security Groups Tests","",""
"","5840","[PD-700] Удалить NVME диск из BM - кнопка «Отмена»","","Thu Dec 25 15:55:54 PKT 2025","passed","Thu Dec 25 15:56:00 PKT 2025","","7.Servers - Disks tab Part2","",""
"","24259","[PD-135, PD-139] Create - External LB with TCP","","Thu Dec 25 16:37:21 PKT 2025","passed","Thu Dec 25 16:37:46 PKT 2025","","14.Load Balancer Tests","",""
"","34483","[PD-97] Перезагрузить","","Thu Dec 25 15:21:53 PKT 2025","passed","Thu Dec 25 15:22:27 PKT 2025","","5.Servers - Actions","",""
"","5449","[PD-670] Изменить имя диска NVME (менее 3 символов)","","Thu Dec 25 15:52:58 PKT 2025","passed","Thu Dec 25 15:53:03 PKT 2025","","7.Servers - Disks tab Part2","",""
"","4577","[PD-829] Edit - Cancel button","","Thu Dec 25 16:40:28 PKT 2025","passed","Thu Dec 25 16:40:33 PKT 2025","","14.Load Balancer Tests","",""
"","16451","[PD-111] Создать новый сервер с неправильными ресурсами (HDD Disk больше лимита)","","Thu Dec 25 15:15:00 PKT 2025","passed","Thu Dec 25 15:15:17 PKT 2025","","3.Create Server Tests Part2","",""
"","15883","[PD-477], [PD-483] Creating security group with inbound rule (Accept/Reject -> Protocal: Any, with valid port and IP)","","Thu Dec 25 16:45:48 PKT 2025","failed","Thu Dec 25 16:46:04 PKT 2025","","18.Security Groups Tests","",""
"","8849","[PD-137] Create - LB without connecting to backend group (unsuccessful)","","Thu Dec 25 16:39:15 PKT 2025","passed","Thu Dec 25 16:39:24 PKT 2025","","14.Load Balancer Tests","",""
"","67728","[PD-10] Создать новый сервер с правильными данными (Кейс-2)","","Thu Dec 25 15:01:17 PKT 2025","passed","Thu Dec 25 15:02:25 PKT 2025","","2.Create Server Tests Part1","",""
"","17305","[PD-27] Создать новый сервер с неправильным названием расписания Бэкапа ( пустое значение )","","Thu Dec 25 15:15:48 PKT 2025","passed","Thu Dec 25 15:16:06 PKT 2025","","3.Create Server Tests Part2","",""
"","13133","[PD-20] Создать новый сервер с неправильными ресурсами (RAM больше лимита)","","Thu Dec 25 15:05:23 PKT 2025","passed","Thu Dec 25 15:05:36 PKT 2025","","2.Create Server Tests Part1","",""
"","10905","PD-87 Добавить ежедневное расписание с одинаковым временем выполнения","","Thu Dec 25 16:27:53 PKT 2025","passed","Thu Dec 25 16:28:04 PKT 2025","","12.Servers - Schedule Backup tab","",""
"","8829","[PD-833] Delete - deleting Internal LB with UDP","","Thu Dec 25 16:41:54 PKT 2025","passed","Thu Dec 25 16:42:03 PKT 2025","","14.Load Balancer Tests","",""
"","9355","[PD-713] Renaming any NVME disk out of 10 (invalid data - unsuccessful)","","Thu Dec 25 15:44:22 PKT 2025","passed","Thu Dec 25 15:44:31 PKT 2025","","6.Servers - Disks tab Part1","",""
"","13747","[PD-114] Создать новый сервер с указанием локального IP и пустым названием новой сети","","Thu Dec 25 15:17:32 PKT 2025","passed","Thu Dec 25 15:17:46 PKT 2025","","3.Create Server Tests Part2","",""
"","18938","[PD-153] Изменить тип диска с SSD на HDD","","Thu Dec 25 16:54:40 PKT 2025","failed","Thu Dec 25 16:54:59 PKT 2025","","19.Disks Tests","",""
"","14840","PD-77 Добавить сеть (С перезагрузкой сервера). должен появиться НЕ свободным в списке публичных сетей","","Thu Dec 25 16:16:21 PKT 2025","passed","Thu Dec 25 16:16:36 PKT 2025","","10.Servers - Public IPs tab","",""
"","9466","[PD-729] Marking any SSD disk out of 10 as a Boot Disk","","Thu Dec 25 15:42:52 PKT 2025","passed","Thu Dec 25 15:43:02 PKT 2025","","6.Servers - Disks tab Part1","",""
"","12550","PD-530 AWS CLI Installation Guide link validation ","","Thu Dec 25 17:24:55 PKT 2025","passed","Thu Dec 25 17:25:08 PKT 2025","","22.Object Storage Tests","",""
"","5349","[PD-676] Увеличить NVME диск автоматически - С перезагрузкой серверa (больше максимального лимита)","","Thu Dec 25 15:54:50 PKT 2025","passed","Thu Dec 25 15:54:55 PKT 2025","","7.Servers - Disks tab Part2","",""
"","16531","[PD-15] Создать новый сервер с неправильным называнием (Кириллица)","","Thu Dec 25 15:04:10 PKT 2025","passed","Thu Dec 25 15:04:26 PKT 2025","","2.Create Server Tests Part1","",""
"","18325","[PD-478], [PD-484] Creating security group with inbound rule (Accept/Reject -> Protocal: Any, with invalid port and IP)","","Thu Dec 25 16:46:05 PKT 2025","failed","Thu Dec 25 16:46:23 PKT 2025","","18.Security Groups Tests","",""
"","8453","[PD-690] Создать NVME диск (математические символы)","","Thu Dec 25 15:51:59 PKT 2025","passed","Thu Dec 25 15:52:07 PKT 2025","","7.Servers - Disks tab Part2","",""
"","6183","PD-195 Удалить бэкап","","Thu Dec 25 17:02:59 PKT 2025","passed","Thu Dec 25 17:03:05 PKT 2025","","20.Backups Tests","",""
"","7224","Добавить диск (Размер негативное число)","","Thu Dec 25 15:37:29 PKT 2025","passed","Thu Dec 25 15:37:36 PKT 2025","","6.Servers - Disks tab Part1","",""
"","15167","[PD-106] Создать новый сервер, с локальным IP, выбрав уже имеющуюся локальную сеть из списка","","Thu Dec 25 15:17:46 PKT 2025","passed","Thu Dec 25 15:18:01 PKT 2025","","3.Create Server Tests Part2","",""
"","34626","Привязать диск когда сервер не остановлен","","Thu Dec 25 15:38:19 PKT 2025","passed","Thu Dec 25 15:38:53 PKT 2025","","6.Servers - Disks tab Part1","",""
"","20915","[PD-154] Изменить тип диска с HDD на SSD","","Thu Dec 25 16:54:59 PKT 2025","failed","Thu Dec 25 16:55:20 PKT 2025","","19.Disks Tests","",""
"","7761","PD-570-574, 773 Settings page - Object Retention tests","","Thu Dec 25 17:29:52 PKT 2025","failed","Thu Dec 25 17:30:00 PKT 2025","","22.Object Storage Tests","",""
"","8573","Добавить диск когда сервер не остановлен","","Thu Dec 25 15:37:53 PKT 2025","failed","Thu Dec 25 15:38:02 PKT 2025","","6.Servers - Disks tab Part1","",""
"","5239","Редактировать конфигурацию сервера ( CPU - превышает лимит )","","Thu Dec 25 15:20:39 PKT 2025","passed","Thu Dec 25 15:20:44 PKT 2025","","4.Servers - Configuration tab","",""
"","4073","PD-466 X icon while assigning for Resource visibility","","Thu Dec 25 16:43:22 PKT 2025","passed","Thu Dec 25 16:43:26 PKT 2025","","17.Networks - Dns tab","",""
"","34158","Отвязать диск когда сервер не остановлен","","Thu Dec 25 15:38:54 PKT 2025","passed","Thu Dec 25 15:39:28 PKT 2025","","6.Servers - Disks tab Part1","",""
"","12499","[PD-17] Создать новый сервер с неправильными ресурсами (CPU больше лимита)","","Thu Dec 25 15:04:42 PKT 2025","passed","Thu Dec 25 15:04:55 PKT 2025","","2.Create Server Tests Part1","",""
"","16131","PD-80 Отвязать сеть (С подтверждаю перезагрузку). должен появиться свободным в списке публичных сетей","","Thu Dec 25 16:16:51 PKT 2025","passed","Thu Dec 25 16:17:07 PKT 2025","","10.Servers - Public IPs tab","",""
"","8000","[PD-715] Changing any SSD disk out of 10 to HDD type","","Thu Dec 25 15:42:44 PKT 2025","passed","Thu Dec 25 15:42:52 PKT 2025","","6.Servers - Disks tab Part1","",""
"","7650","[PD-456] Price List link validation","","Thu Dec 25 16:37:13 PKT 2025","passed","Thu Dec 25 16:37:21 PKT 2025","","14.Load Balancer Tests","",""
"","11397","PD-558 View object - Download","","Thu Dec 25 17:27:45 PKT 2025","passed","Thu Dec 25 17:27:57 PKT 2025","","22.Object Storage Tests","",""
"","5637","PD-467 Deleting DNS address","","Thu Dec 25 16:43:27 PKT 2025","passed","Thu Dec 25 16:43:32 PKT 2025","","17.Networks - Dns tab","",""
"","14118","[PD-472] X icon while creating group","","Thu Dec 25 16:45:34 PKT 2025","failed","Thu Dec 25 16:45:48 PKT 2025","","18.Security Groups Tests","",""
"","8317","[PD-692] Создать NVME диск (не латиница)","","Thu Dec 25 15:52:16 PKT 2025","passed","Thu Dec 25 15:52:24 PKT 2025","","7.Servers - Disks tab Part2","",""
"","8286","Добавить диск (пустое называние)","","Thu Dec 25 15:37:12 PKT 2025","passed","Thu Dec 25 15:37:20 PKT 2025","","6.Servers - Disks tab Part1","",""
"","22515","PD-545 Bucket overview - Uploading multiple files with Add files","","Thu Dec 25 17:26:21 PKT 2025","passed","Thu Dec 25 17:26:44 PKT 2025","","22.Object Storage Tests","",""
"","18395","PD-84 Добавить расписание (С Месяц)","","Thu Dec 25 16:27:08 PKT 2025","passed","Thu Dec 25 16:27:27 PKT 2025","","12.Servers - Schedule Backup tab","",""
"","8047","[PD-685] Отвязать NVME диск от ВМ","","Thu Dec 25 15:55:33 PKT 2025","passed","Thu Dec 25 15:55:41 PKT 2025","","7.Servers - Disks tab Part2","",""
"","13503","[PD-453] Create - LB with backend group - deleting server","","Thu Dec 25 16:40:06 PKT 2025","failed","Thu Dec 25 16:40:19 PKT 2025","","14.Load Balancer Tests","",""
"","5290","Добавить диск (неправильное называние)","","Thu Dec 25 15:37:07 PKT 2025","passed","Thu Dec 25 15:37:12 PKT 2025","","6.Servers - Disks tab Part1","",""
"","16509","PD-565-566-567-568-569 Settings page - changing bucket types","","Thu Dec 25 17:28:22 PKT 2025","passed","Thu Dec 25 17:28:39 PKT 2025","","22.Object Storage Tests","",""
"","3296","[PD-7] Вход в аккаунт (не правильный тип логина)","","Thu Dec 25 14:59:37 PKT 2025","passed","Thu Dec 25 14:59:41 PKT 2025","","1.Login Tests","",""
"","17738","[PD-26] Создать новый сервер с неправильным называнием Бэкапа (кириллица)","","Thu Dec 25 15:15:31 PKT 2025","passed","Thu Dec 25 15:15:48 PKT 2025","","3.Create Server Tests Part2","",""
"","5601","[PD-166] Загрузить новый пользовательский образ (Нет называние)","","Thu Dec 25 17:03:38 PKT 2025","passed","Thu Dec 25 17:03:44 PKT 2025","","21.Custom Templates Tests","",""
"","59780","[PD-673] Увеличить NVME диск автоматически - С перезагрузкой серверa","","Thu Dec 25 15:53:44 PKT 2025","passed","Thu Dec 25 15:54:43 PKT 2025","","7.Servers - Disks tab Part2","",""
"","5284","[PD-707] Renaming any NVME disk out of 10 (successful)","","Thu Dec 25 15:44:32 PKT 2025","passed","Thu Dec 25 15:44:37 PKT 2025","","6.Servers - Disks tab Part1","",""
"","37759","[PD-703] Adding up to 10 SSD disks to VM","","Thu Dec 25 15:41:50 PKT 2025","passed","Thu Dec 25 15:42:28 PKT 2025","","6.Servers - Disks tab Part1","",""
"","76797","PD-107 Если в списке есть сервер, в статусе Восстановление бэкапа, то невозможно зайти в его детали","","Thu Dec 25 16:28:35 PKT 2025","failed","Thu Dec 25 16:29:52 PKT 2025","","13.Servers list Tests ","",""
"","81504","[PD-11] Создать новый сервер с правильными данными (Кейс-3)","","Thu Dec 25 15:02:25 PKT 2025","passed","Thu Dec 25 15:03:47 PKT 2025","","2.Create Server Tests Part1","",""
"","10372","PD-747 Delete Public-read bucket","","Thu Dec 25 17:20:30 PKT 2025","failed","Thu Dec 25 17:20:41 PKT 2025","","22.Object Storage Tests","",""
"","8937","PD-748 Delete Public-full-access bucket","","Thu Dec 25 17:20:41 PKT 2025","failed","Thu Dec 25 17:20:50 PKT 2025","","22.Object Storage Tests","",""
"","12287","[PD-19] Создать новый сервер с неправильными ресурсами (CPU математические символы +/-)","","Thu Dec 25 15:05:10 PKT 2025","passed","Thu Dec 25 15:05:23 PKT 2025","","2.Create Server Tests Part1","",""
"","4430","PD-461 Creating DNS with empty value (unsuccessful)","","Thu Dec 25 16:42:53 PKT 2025","passed","Thu Dec 25 16:42:57 PKT 2025","","17.Networks - Dns tab","",""
"","8315","[PD-444] Create - Cancel button while adding","","Thu Dec 25 16:40:19 PKT 2025","passed","Thu Dec 25 16:40:28 PKT 2025","","14.Load Balancer Tests","",""
"","4646","[PD-696] Увеличение размерa NVME дискa — кнопка X","","Thu Dec 25 15:55:01 PKT 2025","passed","Thu Dec 25 15:55:06 PKT 2025","","7.Servers - Disks tab Part2","",""
"","5710","[PD-504] Deleting added outbound rule","","Thu Dec 25 16:52:27 PKT 2025","passed","Thu Dec 25 16:52:32 PKT 2025","","18.Security Groups Tests","",""
"","18115","PD-541 Creating bucket for Versioning access mode","","Thu Dec 25 17:28:55 PKT 2025","passed","Thu Dec 25 17:29:13 PKT 2025","","22.Object Storage Tests","",""
"","5591","[PD-688] Удалить NVME диск из BM","","Thu Dec 25 15:56:00 PKT 2025","passed","Thu Dec 25 15:56:06 PKT 2025","","7.Servers - Disks tab Part2","",""
"","5335","PD-535 Creating bucket with empty name (unsuccessful)","","Thu Dec 25 17:25:40 PKT 2025","passed","Thu Dec 25 17:25:45 PKT 2025","","22.Object Storage Tests","",""
"","17554","PD-82 Добавить расписание (С День)","","Thu Dec 25 16:26:33 PKT 2025","passed","Thu Dec 25 16:26:50 PKT 2025","","12.Servers - Schedule Backup tab","",""
"","6965","[PD-683] Пометить NVME диск как загрузочным","","Thu Dec 25 15:55:06 PKT 2025","passed","Thu Dec 25 15:55:13 PKT 2025","","7.Servers - Disks tab Part2","",""
"","5136","Увеличить размер диска (Размер негативное число)","","Thu Dec 25 15:57:42 PKT 2025","passed","Thu Dec 25 15:57:47 PKT 2025","","8.Servers - Disks tab Part3","",""
